Physical_Metric,Molecular_Target,Interaction_Contrast,Interaction_Beta,Interaction_P_Value,Interaction_CI_Lower,Interaction_CI_Upper,Model_R2,Model_R2_Adj,Simple_Slope_15C,Simple_Slope_15C_P,Simple_Slope_22C,Simple_Slope_22C_P,Simple_Slope_8C,Simple_Slope_8C_P,FDR_Adjusted_P,Significant_After_FDR
Skinfold_Thickness_mm,Chitinase_3-like1,Group_8C vs Group_15C (Reference),-21.86481094451669,0.027444848971389144,-41.2986799196513,-2.430941969382083,0.27795353930928735,0.12752719333205564,6.943792365397777,0.3612264395091911,-5.57832049854247,0.5225960579578106,-14.921018579118915,0.019011893363115817,0.8535072291235895,False
Height_m,IFN-a2,Group_8C vs Group_15C (Reference),191.46997105193333,0.02777857009253315,20.92173025635384,362.0182118475128,0.3032449839332645,0.1580876889193613,-143.0626357711807,0.013420526259180098,-38.55901737567443,0.6578235139042277,48.40733528075262,0.4563606987691,0.8535072291235895,False
Body_Fat__Percent,sCD30_per_TNFRSF8,Group_22C vs Group_15C (Reference),-4.772020191217605,0.028066075913630608,-9.030420970303659,-0.5136194121315496,0.20924378748064631,0.04450290987244765,1.4550708906479493,0.3331464078843078,-3.3169493005696555,0.034450398368177426,-0.9035499025915379,0.5677833062834796,0.8535072291235895,False
Body_Density_kg_per_m3,IL-10,Group_8C vs Group_15C (Reference),116.61119529815836,0.02910309497420278,11.870312759209028,221.3520778371077,0.281621275934795,0.1319590417545441,-104.06351433717087,0.003695776126685348,122.9925186870254,0.5277877205785377,12.547680960987492,0.7515574832012275,0.8535072291235895,False
Max_Watts_W,Osteopontin,Group_8C vs Group_15C (Reference),139.1583321890122,0.030471020243898864,13.1156917996977,265.20097257832674,0.34697702921659257,0.21093057697004935,-69.18085079363432,0.2529420569623231,-43.7488307692001,0.5439733194396306,69.9774813953779,0.001304121901872568,0.8535072291235895,False
Max_Watts_W,TWEAK_per_TNFSF12,Group_8C vs Group_15C (Reference),1.25350475663149,0.03092186097888467,0.11507253108591464,2.3919369821770653,0.2950460301317871,0.14818061974257613,-0.7368140589567188,0.128622459396255,-0.1655384615380875,0.8820945789889156,0.5166906976747713,0.10615090888418899,0.8535072291235895,False
Body_Density_kg_per_m3,sIL-6Ra,Group_22C vs Group_15C (Reference),59475.41371747407,0.03640666884303237,3763.259169325451,115187.56826562269,0.16137076060287758,-0.013343664271522782,-24218.45277964075,0.25553290911778925,35256.96093783332,0.06105295707588154,15351.99479881992,0.23071312661642507,0.8535072291235895,False
BMI_kg·m2,sCD163,Group_22C vs Group_15C (Reference),-2900.880549964348,0.03653183348303126,-5620.027244492914,-181.73385543578206,0.20397581474161608,0.03813744281278619,1256.67700016622,0.18453745743530958,-1644.203549798128,0.10484110381136014,437.1928673487131,0.7849180395817572,0.8535072291235895,False
Body_Fat__Percent,sIL-6Ra,Group_22C vs Group_15C (Reference),-136.16790237233678,0.037127205078714524,-264.20905785221163,-8.126746892461938,0.16109912912972768,-0.013671885634912284,54.94146917781908,0.2618397602927156,-81.22643319451771,0.060347487124857935,-36.00789381825259,0.2182916419100649,0.8535072291235895,False
Weight_kg,sIL-6Ra,Group_22C vs Group_15C (Reference),-71.38847170430336,0.03722813276284788,-138.55208898389776,-4.224854424708937,0.1773940079035623,0.006017759550137836,19.285318522970382,0.5147758446806013,-52.10315318133297,0.0025347238496988833,12.546323534076526,0.9120944092216281,0.8535072291235895,False
